course_name,course_id,review_id,content,rating,created,user_name
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226505839,Seamless and user friendly,5.0,2026-01-12T23:22:10-08:00,noor amoudy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226451171,amazing,4.5,2026-01-12T08:48:49-08:00,Thummanapally Harini
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226444553,"krish naik is amazing my fav mentor, he dropped this bomb which I was not expecting to anyone, industry level updated course at very cheap rate thanks krish bhaiya yaar",5.0,2026-01-12T07:37:16-08:00,Sahil Raj
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226424297,Excelente la explicación de lo que comprenderá el curso y lo más importante que se va actualizando a medida que se actualizan las herramientas,5.0,2026-01-12T04:16:14-08:00,Uriel Rosero
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226422641,good,5.0,2026-01-12T03:59:40-08:00,Shreeyank Tyagi
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226419615,it was amazing overview,5.0,2026-01-12T03:29:33-08:00,Sukruth V V
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226373295,best data analysis course,5.0,2026-01-11T16:03:21-08:00,Brahamjeet Anand
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226353095,Very detailed so far . Excellent teaching skills,4.5,2026-01-11T07:22:54-08:00,Adetunji oluwatosin
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226342513,Seems interesting.,5.0,2026-01-11T03:40:52-08:00,Jitendra Gosain
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226334203,"The program is worth learning considering not just the future benefit, but as well the brilliant explanation.",5.0,2026-01-11T00:06:03-08:00,Ousman Musa Fofana
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226330473,till now is sounds good,5.0,2026-01-10T22:27:25-08:00,Indranath bag
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226322107,Nice and descriptive,5.0,2026-01-10T17:33:04-08:00,Karun kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226317365,resources are not opening in mobile phones if somebody is traveling and he has time so he can watch video lectures in a phone but he is not able to use resources or assignments,5.0,2026-01-10T14:17:37-08:00,Archan Gandhi
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226310487,good course 👍😊,4.0,2026-01-10T10:40:36-08:00,Dk sharma
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226305513,Because krish sir makes it so easy for me to learn it quicker! Nd specially clearing my concepts,5.0,2026-01-10T08:48:32-08:00,Kunal Singh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226292301,Great,5.0,2026-01-10T04:01:13-08:00,Alexander Ntodonke
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226281995,best,5.0,2026-01-09T23:44:49-08:00,Irfan ali
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226280169,".
1",4.0,2026-01-09T22:58:27-08:00,S.Neha Kauser
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226277693,very good course,5.0,2026-01-09T21:50:09-08:00,Dipankar Mandal
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226251631,yes,4.0,2026-01-09T10:08:38-08:00,Edward Gandy Dweh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226235201,+2348103997995 add me on Whatsapp,5.0,2026-01-09T06:46:49-08:00,Onome Micheal
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226217427,Good Intro and road map very detailed,5.0,2026-01-09T03:21:45-08:00,Abdul Razak
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226189093,this course is awesome,4.5,2026-01-08T22:00:49-08:00,Praveen Devireddy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226187115,it's good thankyou....,5.0,2026-01-08T21:37:51-08:00,Bhavana Santhosh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226178819,i am feeling confident,4.5,2026-01-08T19:09:09-08:00,Arnab Bakshi
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226163891,best of all,5.0,2026-01-08T13:36:53-08:00,Satyansh Yadav
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226147805,best course 👍,5.0,2026-01-08T09:34:26-08:00,Pal Sachin
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226146061,Great,4.0,2026-01-08T09:13:31-08:00,Janet Lagat
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226134779,great explanation,5.0,2026-01-08T07:09:58-08:00,shrinivas Sukumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226127651,nice,4.5,2026-01-08T05:58:05-08:00,Ritik raj
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226121121,"excellent course it seems, with a good start",5.0,2026-01-08T04:52:10-08:00,Sunil Dandeniya
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226107001,good,5.0,2026-01-08T02:19:31-08:00,Komal Sharma
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226095747,best for learning for upper side not from deapth..... we cant say this a basic to advance.. basic are not teaching properly,2.5,2026-01-08T00:24:03-08:00,Agniv Bhattacharya
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226088427,"Very informative, I am confident to say post this bootcamp I am well-equipped.",5.0,2026-01-07T23:02:25-08:00,Morena Macheka
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226084865,NA,5.0,2026-01-07T22:24:18-08:00,Sherkhan Mujawar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226056041,Yes it was good for a beginner like me,4.5,2026-01-07T13:21:57-08:00,Vincent Nebo
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226037487,I found it quite amazing.,5.0,2026-01-07T09:01:41-08:00,Raghunandan Kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226033645,Good video,5.0,2026-01-07T08:20:20-08:00,Nasteco ahmed
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,226033159,it isn't a beginner to basic course as presented. hope the rest of this course is better.,2.5,2026-01-07T08:14:45-08:00,Mridul Nayyar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225985287,Krish' teaching is amazing.,5.0,2026-01-07T00:06:06-08:00,Subhadra Varanasi
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225958053,Because i now understand what is needed to be a Data Analyst and feels like i have the tools necessary to start in this field.,5.0,2026-01-06T18:05:36-08:00,Thomas Thibert Gaudreau
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225929261,to good,5.0,2026-01-06T09:53:16-08:00,Amar singh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225926093,Good,4.0,2026-01-06T09:17:41-08:00,Shreyash Nevaskar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225910809,Very Good,4.5,2026-01-06T06:36:42-08:00,Samuel Oyedele
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225908321,Informative,5.0,2026-01-06T06:11:52-08:00,Samarth Powar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225906553,Some time your pace is beyond what i can match. as newbies sometimes i try to process what you are saying and you quickly jump to a new statement. aside that you are doing well,2.5,2026-01-06T05:54:20-08:00,Okafor Ifeanyi Emmanuel
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225901533,cgk,4.0,2026-01-06T05:06:33-08:00,Bhanu Pratap Singh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225888241,Interesting to listen and very well explained,4.5,2026-01-06T02:49:51-08:00,Prabhu Ram
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225880811,No,5.0,2026-01-06T01:38:43-08:00,mohammad danish ali khan
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225872505,"I am still warming up to the course, and this introductory video has me hyped up.",3.5,2026-01-06T00:11:50-08:00,Mathabela Lekola
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225862267,better experience but not starting to from basics of python directly do in python some types i have covered on you tube because better understanding in our hindi language,2.0,2026-01-05T22:24:42-08:00,Kartik Sambare
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225845245,The course is very very helpful,4.5,2026-01-05T18:04:09-08:00,Ajinkya Phatak
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225808795,"On a prima facie level, I believe this is an excellent course for anyone looking to become a Data Analyst. The end-to-end coverage from basics to advanced topics, combined with Krish Naik’s rich experience, interview-focused explanations, and real-world projects, makes this course highly valuable for skill building and career growth.",5.0,2026-01-05T08:27:26-08:00,Kushal Kumar Mahaur
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225801681,"Krish Naik Sir is Outstanding, Orsunm.This Course is really helpful.After I will Complete this Course.I definitely full fill my data analysis dream in Top MNC Companies 👍👍👍😀😀😀😀",5.0,2026-01-05T07:11:44-08:00,Nilesh Chakrabarty
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225799327,good information and teaching,5.0,2026-01-05T06:46:29-08:00,D.srivardhan Reddy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225789579,Introduction video gave me a clear idea of it,5.0,2026-01-05T05:11:03-08:00,Sanskar Laddha
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225779011,Good,4.5,2026-01-05T03:20:59-08:00,Garladinne Lokeshwara Reddy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225776165,Good,5.0,2026-01-05T02:52:55-08:00,Irfan Ahmad
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225771285,Its was very nice & understanding.,4.0,2026-01-05T02:06:16-08:00,Saurabh Girase
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225766285,great,5.0,2026-01-05T01:17:46-08:00,Ingrid Donnard
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225763367,good explanation,5.0,2026-01-05T00:49:01-08:00,Aditya Yadav
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225763129,Nice,5.0,2026-01-05T00:46:42-08:00,Shivam Kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225751161,good,4.0,2026-01-04T22:40:45-08:00,Chirag Nagar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225751051,good experience and hoping to gain more knowledge...,5.0,2026-01-04T22:39:42-08:00,Shaik Sadaf
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225743329,Good,4.0,2026-01-04T21:05:56-08:00,Sarswat Dash
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225741389,"It is good ,great in explaning with examples",4.5,2026-01-04T20:33:30-08:00,Rajashekar Kurva
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225728703,you are skiing so many videos and u r very fast,1.0,2026-01-04T15:29:41-08:00,Kulvir
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225686439,"Amazing, above expectations!",5.0,2026-01-03T21:26:39-08:00,ALi Raza
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225683005,awesome really understand it,4.5,2026-01-03T19:20:11-08:00,Udemy User
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225677543,"I have little experience in data analytics, but he broke down the course work and roadmap for becoming a data analyst. I enjoyed how he is able to give a high level overview of the skills we are going to be learning.",5.0,2026-01-03T15:26:42-08:00,kevin yun
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225676829,good,5.0,2026-01-03T14:54:19-08:00,Asif Nawed
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225665573,yes its worth it,4.0,2026-01-03T09:05:12-08:00,Atoshe kappo
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225656695,After 2 or 3 sections the course is copied and different teacher/Instructor and taught which is not understandable. this is not good we have purchase these course because we have to study from krish naik not any another instructor,1.0,2026-01-03T05:48:22-08:00,Mohit kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225655259,good,4.0,2026-01-03T05:13:42-08:00,Harun Hashmi
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225649517,Need to watch it again.,3.0,2026-01-03T02:51:19-08:00,Udemy User
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225636643,"Amazing, above expectations!",5.0,2026-01-02T20:47:05-08:00,mahnoor fatima
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225613099,"The pacing was too fast, especially for technical topics like DAX and Power BI where concepts build on each other. Some videos were cut while the training is going on and there was no continuation. Sometimes the trainers incoherent. Training has files which needed to be downloaded per lecture which is quite cumbersome. A simple link to github for us to get this files at once would have been fair..

The course so far has some repetitions. Section 23 covers what already been discussed from Section 17-21. 
• 	Python setup wasn’t explained, which is a major barrier — installation is the first hurdle, and if that’s unclear, everything else collapses.
• 	The instructors focused on delivering 580 plus slides instead of learning, which leaves you watching rather than understanding.
• 	My expectations weren’t met, especially since I bought this course to learn, not to be overwhelmed.

If you have no prior experience in SQL, DAX this training will leave you questioning your sanity. I am currently focusing only of Power BI tutorials and projecs. 

I am unsure if this trainin will equip me with the right skills to get a jobs as a Data Analyst",1.0,2026-01-02T10:13:48-08:00,Peter Molokwu
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225607215,"yes taking this was a good decision i,m satisfied for futher learnings",5.0,2026-01-02T08:50:18-08:00,Muskan gill
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225603045,For sure! The Best course ever. (from an Angolan student).,5.0,2026-01-02T07:56:40-08:00,Almirante Samuel
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225587965,"he is not explaining things from basics but hurrying too much assuming that every learner knows the technical terms, also didnt explained what he is installing and why, everything just bounced off",1.0,2026-01-02T04:47:40-08:00,Rohit Rohit
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225583185,great,4.5,2026-01-02T03:46:26-08:00,Arvind preet Singh
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225533085,I already took 3 courses of krish Naik and talking about the quality of the content it is always top notch and exceeding our expectation. By the way I took this project for Power BI and till now the content is amazing. Recommended for anyone looking for Data/Power BI analyst  related roles,5.0,2026-01-01T08:44:57-08:00,Shivam kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225528829,"All is good until now, but the SQL part... if it can please redo it",3.0,2026-01-01T06:58:02-08:00,Ziyan
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225521889,Very nice,5.0,2026-01-01T04:05:57-08:00,Moumita Nandi Roy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225518673,Nice Explanation,5.0,2026-01-01T02:44:49-08:00,Sanket Neema
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225512329,Well explained and straight to what i needed to know,5.0,2025-12-31T23:50:00-08:00,Joseph Awaye
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225485457,good to go,5.0,2025-12-31T08:51:15-08:00,Jaykumar Kale
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225362469,Good Experience,5.0,2025-12-30T03:07:43-08:00,Sandeep kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225348311,Nice,5.0,2025-12-30T00:41:21-08:00,faturahman gusman
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225343915,It Was Amazing Course And I am Learn a lot,5.0,2025-12-29T23:51:36-08:00,Aniket Ashok Ladgaonkar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225341335,request you to relate python with finance example,5.0,2025-12-29T23:20:56-08:00,Rekha Uttarkar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225317507,I love the fact he takes his full time to explain everything down to the little details,5.0,2025-12-29T16:00:39-08:00,Abba Ibrahim
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225294153,great experience,5.0,2025-12-29T09:51:35-08:00,Vaibhav Dhanuka
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225282073,Good,4.5,2025-12-29T07:40:32-08:00,Aloysius Johnson
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225277551,very helpfull,5.0,2025-12-29T06:56:36-08:00,Aniket Solanki
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225269581,feeling more confident as moving ahead ...,4.5,2025-12-29T05:36:20-08:00,Anmol Soni
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225217879,It is a good course for one who aspires to become a data analyst.,5.0,2025-12-28T19:32:29-08:00,Haroon Mumba
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225211007,Yes it is good,4.0,2025-12-28T16:23:26-08:00,Carl John Haro
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225195651,good,5.0,2025-12-28T09:03:39-08:00,Tinku Kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225171681,Fantastic,5.0,2025-12-27T23:29:23-08:00,Rahul Gupta
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225169021,"Yes, It is a good course.",5.0,2025-12-27T22:10:30-08:00,Deepak Nudnure
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225167479,NA,4.5,2025-12-27T21:21:06-08:00,Palle Varshith Reddy
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225147451,Amazing so far!,5.0,2025-12-27T09:18:03-08:00,Syed Musharaf Waseem
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225137577,very good explain and easy to understand thank you for that,5.0,2025-12-27T05:37:54-08:00,Akshay Vairagar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225128805,too bad course,1.0,2025-12-27T01:50:05-08:00,Krish vora
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225120233,well presented so far,5.0,2025-12-26T21:45:09-08:00,Takunda Muronzie
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225118657,H,5.0,2025-12-26T20:54:28-08:00,Varsha M S
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225117819,.,5.0,2025-12-26T20:26:24-08:00,Blas Belliard
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225082177,it's was very very amazing....,4.5,2025-12-26T06:56:15-08:00,Jaspreet kaur
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225042093,thank you i am satisfied with this course,5.0,2025-12-25T21:37:19-08:00,Sunil A
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225011889,the way of explanation is excellent 👌,5.0,2025-12-25T07:12:57-08:00,Udemy User
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225008017,3rd class explanation the tutor is too fast,1.0,2025-12-25T05:49:45-08:00,Mohnish Kumawat
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225004943,good,4.5,2025-12-25T04:38:10-08:00,Prachi Jadhav
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225003989,yes,4.0,2025-12-25T04:17:18-08:00,Ganesh Naik
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225000995,"yes, its good for beginners",5.0,2025-12-25T03:08:48-08:00,Mustafe Hirad
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,225000847,good explanation sir,5.0,2025-12-25T03:05:30-08:00,Pulikonda Lakshmi Srinivas
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224989809,NA,4.0,2025-12-24T23:12:08-08:00,Vishal Kanojiya
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224984279,Good,4.5,2025-12-24T21:18:29-08:00,Pavan Balaji
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224983499,Very well and informative lecture,5.0,2025-12-24T20:59:42-08:00,Prajwal Ramse
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224973685,"tooo fast, cant understand anything",1.0,2025-12-24T15:08:20-08:00,Rahul Balaji Saravanan
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224945123,ending part of python was covered in a rush,2.5,2025-12-24T05:43:55-08:00,Tanvi Abhale
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224932817,Great,5.0,2025-12-24T03:00:38-08:00,Aishwarya Samal
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224919485,"As a pharmacist transitioning into the data field, this course provided me with a solid understanding of the Data Analyst role.",4.5,2025-12-24T00:23:50-08:00,Danang Auditya Ramadhani
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224902677,good,5.0,2025-12-23T20:53:03-08:00,Subhash Degala
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224896137,good,5.0,2025-12-23T18:25:23-08:00,B Bhavya
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224861797,good,5.0,2025-12-23T07:47:44-08:00,Mehul Baweja
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224825767,yeah it is good,5.0,2025-12-23T01:25:47-08:00,M Bhuvaneswari Chowdary
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224802443,amazing😊,4.5,2025-12-22T21:05:32-08:00,Aman pandey
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224748343,Nicely explained with example,4.0,2025-12-22T05:54:37-08:00,D Naveen Kumar
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224735751,great,5.0,2025-12-22T03:42:05-08:00,Ashutosh Srivastava
Complete Data Analyst Bootcamp From Basics To Advanced,6074041,224718715,"One of the worst courses online. I wasted my money. The course is very monotonus, very boring. There is no explanation of the queries that were there in the videos. very Indian college teacher type. Horrible. Did not expect thi from krish",1.0,2025-12-22T00:58:28-08:00,Rashmi Tripathi
